v1,v2,edge_name,edge_color,travel_seconds
MANUEL BECERRA,VENTAS,2,#ED1C24,60
GOYA,LISTA,4,#B65518,60
LISTA,GOYA,4,#B65518,60
LISTA,DIEGO DE LEON,4,#B65518,60
DIEGO DE LEON,LISTA,4,#B65518,60
GREGORIO MARAÑON,ALONSO CANO,7,#EE7518,60
GOYA,MANUEL BECERRA,2,#ED1C24,60
LAGUNA,LUCERO,6,#98989B,60
NUEVOS MINISTERIOS,SANTIAGO BERNABEU,10,#005AA9,60
CIUDAD UNIVERSITARIA,METROPOLITANO,6,#98989B,60
MANUEL BECERRA,GOYA,2,#ED1C24,60
SANTIAGO BERNABEU,NUEVOS MINISTERIOS,10,#005AA9,60
ALONSO CANO,GREGORIO MARAÑON,7,#EE7518,60
PLAZA ELIPTICA,OPAÑEL,6,#98989B,60
ATOCHA,ATOCHA-RENFE,1,#2DBEF0,60
ATOCHA-RENFE,ATOCHA,1,#2DBEF0,60
CUZCO,SANTIAGO BERNABEU,10,#005AA9,60
SANTIAGO BERNABEU,CUZCO,10,#005AA9,60
QUINTANA,PUEBLO NUEVO,5,#8FD400,60
PUEBLO NUEVO,QUINTANA,5,#8FD400,60
GRAN VIA,SOL,1,#2DBEF0,60
SOL,GRAN VIA,1,#2DBEF0,60
PIRAMIDES,ACACIAS,5,#8FD400,60
ACACIAS,PIRAMIDES,5,#8FD400,60
MONTECARMELO,TRES OLIVOS,10,#005AA9,60
ANTONIO MACHADO,PEÑAGRANDE,7,#EE7518,60
PEÑAGRANDE,ANTONIO MACHADO,7,#EE7518,60
SAN BERNARDO,NOVICIADO,2,#ED1C24,60
TRES OLIVOS,MONTECARMELO,10,#005AA9,60
CIUDAD LINEAL,PUEBLO NUEVO,5,#8FD400,60
NOVICIADO,SAN BERNARDO,2,#ED1C24,60
O'DONNELL,MANUEL BECERRA,6,#98989B,60
PUEBLO NUEVO,CIUDAD LINEAL,5,#8FD400,60
VICALVARO,SAN CIPRIANO,9,#A60084,60
SAN CIPRIANO,VICALVARO,9,#A60084,60
CONDE DE CASAL,PACIFICO,6,#98989B,60
GREGORIO MARAÑON,NUEVOS MINISTERIOS,10,#005AA9,60
GUZMAN EL BUENO,CUATRO CAMINOS,6,#98989B,60
NUEVOS MINISTERIOS,GREGORIO MARAÑON,10,#005AA9,60
DIEGO DE LEON,MANUEL BECERRA,6,#98989B,60
LA GAVIA,LAS SUERTES,1,#2DBEF0,60
LAS SUERTES,LA GAVIA,1,#2DBEF0,60
PLAZA DE CASTILLA,CHAMARTIN,1,#2DBEF0,60
PLAZA DE CASTILLA,CHAMARTIN,10,#005AA9,60
CUATRO CAMINOS,NUEVOS MINISTERIOS,6,#98989B,360
CHAMARTIN,PLAZA DE CASTILLA,1,#2DBEF0,60
CHAMARTIN,PLAZA DE CASTILLA,10,#005AA9,60
GUZMAN EL BUENO,METROPOLITANO,6,#98989B,60
AVENIDA DE LA PAZ,ALFONSO XIII,4,#B65518,60
MAR DE CRISTAL,CANILLAS,4,#B65518,60
CANILLAS,MAR DE CRISTAL,4,#B65518,60
O'DONNELL,SAINZ DE BARANDA,6,#98989B,60
ALFONSO XIII,AVENIDA DE LA PAZ,4,#B65518,60
CARABANCHEL,EUGENIA DE MONTIJO,5,#8FD400,60
EUGENIA DE MONTIJO,CARABANCHEL,5,#8FD400,60
LA LATINA,PUERTA DE TOLEDO,5,#8FD400,60
PUERTA DE TOLEDO,LA LATINA,5,#8FD400,60
CARTAGENA,PARQUE DE LAS AVENIDAS,7,#EE7518,60
PLAZA DE CASTILLA,CUZCO,10,#005AA9,360
CUZCO,PLAZA DE CASTILLA,10,#005AA9,360
CUATRO CAMINOS,CANAL,2,#ED1C24,60
LEGAZPI,ARGANZUELA-PLANETARIO,6,#98989B,60
CANAL,CUATRO CAMINOS,2,#ED1C24,60
ASCAO,PUEBLO NUEVO,7,#EE7518,60
PUEBLO NUEVO,ASCAO,7,#EE7518,60
PARQUE DE LAS AVENIDAS,CARTAGENA,7,#EE7518,60
MENDEZ ALVARO,ARGANZUELA-PLANETARIO,6,#98989B,60
QUEVEDO,CANAL,2,#ED1C24,60
CANAL,QUEVEDO,2,#ED1C24,60
CARTAGENA,AVENIDA DE AMERICA,7,#EE7518,60
AVENIDA DE AMERICA,CARTAGENA,7,#EE7518,60
PRINCIPE PIO,PLAZA DE ESPAÑA,10,#005AA9,60
METROPOLITANO,CIUDAD UNIVERSITARIA,6,#98989B,60
DELICIAS,LEGAZPI,3,#FFD000,60
LUCERO,LAGUNA,6,#98989B,60
PLAZA DE ESPAÑA,PRINCIPE PIO,10,#005AA9,60
LEGAZPI,DELICIAS,3,#FFD000,60
EMBAJADORES,PALOS DE LA FRONTERA,3,#FFD000,60
PALOS DE LA FRONTERA,EMBAJADORES,3,#FFD000,60
OPAÑEL,PLAZA ELIPTICA,6,#98989B,60
BATAN,CASA DE CAMPO,10,#005AA9,60
CASA DE CAMPO,BATAN,10,#005AA9,60
ISLAS FILIPINAS,CANAL,7,#EE7518,60
RETIRO,BANCO DE ESPAÑA,2,#ED1C24,60
BANCO DE ESPAÑA,RETIRO,2,#ED1C24,60
VISTA ALEGRE,CARABANCHEL,5,#8FD400,60
CARABANCHEL,VISTA ALEGRE,5,#8FD400,60
CANAL,ISLAS FILIPINAS,7,#EE7518,60
SAINZ DE BARANDA,CONDE DE CASAL,6,#98989B,60
PARQUE DE SANTA MARIA,SAN LORENZO,4,#B65518,60
SAN LORENZO,PARQUE DE SANTA MARIA,4,#B65518,60
PLAZA DE CASTILLA,DUQUE DE PASTRANA,9,#A60084,60
GARCIA NOBLEJAS,ASCAO,7,#EE7518,60
DUQUE DE PASTRANA,PLAZA DE CASTILLA,9,#A60084,60
ASCAO,GARCIA NOBLEJAS,7,#EE7518,60
CUATRO CAMINOS,ALVARADO,1,#2DBEF0,60
ALVARADO,CUATRO CAMINOS,1,#2DBEF0,60
PACIFICO,CONDE DE CASAL,6,#98989B,60
URGEL,OPORTO,5,#8FD400,60
RUBEN DARIO,NUÑEZ DE BALBOA,5,#8FD400,60
CUATRO VIENTOS,AVIACION ESPAÑOLA,10,#005AA9,60
CUATRO CAMINOS,GUZMAN EL BUENO,6,#98989B,60
AVIACION ESPAÑOLA,CUATRO VIENTOS,10,#005AA9,60
OPORTO,URGEL,5,#8FD400,60
NUÑEZ DE BALBOA,RUBEN DARIO,5,#8FD400,60
PACIFICO,MENDEZ ALVARO,6,#98989B,60
EMPALME,ALUCHE,5,#8FD400,60
NUÑEZ DE BALBOA,DIEGO DE LEON,5,#8FD400,60
DIEGO DE LEON,NUÑEZ DE BALBOA,5,#8FD400,60
ALUCHE,EMPALME,5,#8FD400,60
